17	0	0	0	0	0	0
-10	0	0	0	0	0	0
114	0	0	0	0	0	0
-2	0	0	0	0	0	0
1	0	0	0	0	0	0
14	0	0	0	0	0	0
2	0	0	0	0	0	0
-1	0	0	0	0	0	0
-1	0	0	0	0	0	0
5	0	0	0	0	0	0
17	0	0	0	0	0	0
0	65	0	0	0	0	0
2	0	0	0	0	0	0
1	0	0	0	0	0	0
0	-19	0	0	0	0	0
5	0	0	0	0	0	0
-4	0	0	0	0	0	0
0	5	0	0	0	0	0
3	0	0	0	0	0	0
0	-11	0	0	0	0	0
0	5	0	0	0	0	0
0	-1	0	0	0	0	0
0	3	0	0	0	0	0
-31	-1	0	0	0	0	0
1	0	0	0	0	0	0
-4	0	0	0	0	0	0
0	-1	0	0	0	0	0
0	1	0	0	0	0	0
-1	0	0	0	0	0	0
23	0	0	0	0	0	0
90	0	0	0	0	0	0
-3	0	0	0	0	0	0
1	0	0	0	0	0	0
1	0	0	0	0	0	0
-1	0	0	0	0	0	0
-1	0	0	0	0	0	0
3	0	0	0	0	0	0
-1	0	0	0	0	0	0
10	0	0	0	0	0	0
6	0	0	0	0	0	0
6	0	0	0	0	0	0
-1	0	0	0	0	0	0
3	0	0	0	0	0	0
6	0	0	0	0	0	0
-5	0	0	0	0	0	0
2	0	0	0	0	0	0
1	0	0	0	0	0	0
1	0	0	0	0	0	0
2	0	0	0	0	0	0
-30	0	0	0	0	0	0
-64	0	0	0	0	0	0
1	0	0	0	0	0	0
0	20	0	0	0	0	0
0	0	14	14	0	0	0
0	0	90	90	0	0	0
0	0	0	0	178	0	0
0	0	5	5	0	0	0
0	0	20	20	0	0	0
0	0	23	23	0	0	0
0	0	0	0	0	213	35
0	0	0	0	0	223	37
0	0	0	0	0	-27	-5
0	0	-1	-1	0	0	0
0	0	40	40	0	0	0
0	0	0	0	0	25	4
0	18	0	0	0	0	0
0	0	37	37	0	0	0
0	0	-2	-2	0	0	0
0	0	-5	-5	0	0	0
0	72	0	0	0	0	0
0	0	6	6	0	0	0
0	112	0	0	0	0	0
0	39	0	0	0	0	0
0	0	0	0	0	10	2
0	54	0	0	0	0	0
0	18	0	0	0	0	0
0	0	3	3	0	0	0
0	65	0	0	0	0	0
0	24	0	0	0	0	0
0	24	0	0	0	0	0
0	10	0	0	0	0	0
